Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MAKMUR LESTARI VANINDO, PT","JL PREPEDAN DALAM NO 88 RT. 12/RW. 09, KAMAL, KEC. KALI DERES, KOTA JAKARTA BARAT 11810",021-5552448; 021-5551339
DKI JAKARTA,INDUSTRI PENGOLAHAN,MAKRO SARI <ERI SAPTARI>,"JL PERMATA DALAM RT. 06/RW. 15, TEGAL ALUR, KEC. KALI DERES, KOTA JAKARTA BARAT 11820",085283795050
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MALINDO FEEDMILL, PT","JL RAYA CACING KM 3,5 RT. 09/RW. 08, CAKUNG BARAT, KEC. CAKUNG, KOTA JAKARTA TIMUR 13910",021-4612205; 021-4612206
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MANGGA DUA, PT","JL RAWA SUMUR NO 14, JATINEGARA, KEC. CAKUNG, KOTA JAKARTA TIMUR 13930",021-4603641; 021-46825363
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MANOHARA ASRI, PT","JL H SIJAN RT. 07/RW. 02, LEBAK BULUS, KEC. CILANDAK, KOTA JAKARTA SELATAN 12440",021-7656606
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MAPAN KUNCI SEJAHTERA, CV","MERUYA UTARA NO 35, SRENGSENG, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11630",021-98188710
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MARDONAT, CV","JL ASEM GONGSENG RAYA NO 31 RT. 06/RW. 01, CIJANTUNG, KEC. PASAR REBO, KOTA JAKARTA TIMUR 13770",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MATAHARI ABADI PANGANINDO, PT","JL RAYA PENGGILINGAN NO 77 RT. 07/RW. 06, PENGGILINGAN, KEC. CAKUNG, KOTA JAKARTA TIMUR 13940",021-4608777; 021-4606820
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MENARA RAJAWALI MULIA, PT","GRAHA MAS FATMAWATI BLOK A 8 RT. 02/RW. 05, CIPETE UTARA, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12150",021-72799267
DKI JAKARTA,INDUSTRI PENGOLAHAN,MENTARI,"JL CIPINANG MUARA I, PONDOK BAMBU, KEC. DUREN SAWIT, KOTA JAKARTA TIMUR",021-8612739
DKI JAKARTA,INDUSTRI PENGOLAHAN,MIE <SETIAWAN>,"JL MASJID ALWUSTHO RT. 06/RW. 08, DUREN SAWIT, KEC. DUREN SAWIT, KOTA JAKARTA TIMUR 13440",021-8617789
DKI JAKARTA,INDUSTRI PENGOLAHAN,MIE <SUNARDI>,"JL JELAMBAR ALADIN NO 66 RT. 06/RW. 06, PEJAGALAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14450",081288674668
DKI JAKARTA,INDUSTRI PENGOLAHAN,MIE AA <RENDY>,"JL DURI KOSAMBI RT. 05/RW. 01, DURI KOSAMBI, KEC. CENGKARENG, KOTA JAKARTA BARAT 11750",087888613892
DKI JAKARTA,INDUSTRI PENGOLAHAN,MIE WALET,"JL BENDA RAYA RT. 1/RW. 9, TEGAL ALUR, KEC. KALI DERES, KOTA JAKARTA BARAT 11820",021-5557648
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MINA SAKTI KITE HITOMINDO, PT","JL DERMAGA TIMUR TPT 25 RT. 17/RW. 20, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-6696076
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MINAMAS GEMILANG, PT","JL JEND SUDIMAN KAV 47 RT. 03/RW. 04, KARET SEMANGGI, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12930",021-5707007
DKI JAKARTA,INDUSTRI PENGOLAHAN,MINYAK GORENG <WINARIYAH>,"JL PULO GEBANG INDAH RT. 03/RW. 04, PULO GEBANG, KEC. CAKUNG, KOTA JAKARTA TIMUR 13950",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MITRA JASA MANDIRI, PT","JL TAMAN JELITA UTARA NO 12A RT. 06/RW. 10, RAWAMANGUN, KEC. PULO GADUNG, KOTA JAKARTA TIMUR 13220",021-4893748; 021-4706582
DKI JAKARTA,INDUSTRI PENGOLAHAN,MOCHI MOCHA <EFENDY>,"JL RASA SAYANG BLOK C27 RT. 10/RW. 08, WIJAYA KESUMA, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT 11460",021-5696959
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MONAMI, PT","JL BALAI PUSTAKA TIMUR RT. 04/RW. 11, RAWAMANGUN, KEC. PULO GADUNG, KOTA JAKARTA TIMUR 13220",021-47869511
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MONDE MAHKOTA BISKUIT, PT","JL RAYA CIRACAS RT. 07/RW. 01, CIRACAS, KEC. CIRACAS, KOTA JAKARTA TIMUR 13740",021-8711728
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MTRA MAGARINDO, PT","JL MUARA BARU UJUNG RT. 20/RW. 17, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MUARA MAGALINDO, PT","JL MUARA BARU UJUNG BLOK H KAV 1-10 RT. 20/RW. 17, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-6621577
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MULTI KREASI CITA RASA, PT","JL PERJUANGAN RT. 09/RW. 07, KEBON JERUK, KEC. KEBON JERUK, KOTA JAKARTA BARAT 11530",021-57948946
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MULTI LAUTAN JAYA, PT","JL MUARA BARU UJUNG BLOK N / 1 RT. 20/RW. 17, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-66678577; 021-66678578
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MULTIMAS NABATI ASAHAN, PT","JL PULO KAMBING RAYA, JATINEGARA, KEC. CAKUNG, KOTA JAKARTA TIMUR 13920",021-46521711; 021-46821907
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MULYA TBK, PT","PLAZA KEBUN JERUK BLOK E NO 1, JL RAYA PERJUANGAN RT. 01/RW. 07, KEBON JERUK, KEC. KEBON JERUK, KOTA JAKARTA BARAT 11530",021-5321471
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MUSTIKA CITRA RASA, PT","JL JATINEGARA TIMUR NO 109, BALI MESTER, KEC. JATINEGARA, KOTA JAKARTA TIMUR 13320",021-8515105; 021-85904771
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MUSTIKA CITRA RASA, PT","JL KARANG BOLONG RAYA RT. 03/RW. 02, ANCOL, KEC. PADEMANGAN, KOTA JAKARTA UTARA 14430",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MUSTIKA CITRA RASA, PT","JL CIKINI RAYA NO 65, CIKINI, KEC. MENTENG, KOTA JAKARTA PUSAT 10330",021-3152223; 021-3151958
DKI JAKARTA,INDUSTRI PENGOLAHAN,"MUSTIKA CITRA RASA, PT","JL SULTAN ISKANDAR MUDA NO 35E, PONDOK PINANG, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"NAILI OCEAN, PT","JL MUARA BARU UJUNG RT. 20/RW. 17, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",
DKI JAKARTA,INDUSTRI PENGOLAHAN,NAKWON KOREAN BAKERY,"JL SENAYAN NO 41 RT. 08/RW. 02, RAWA BARAT, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12180",021-72801414
DKI JAKARTA,INDUSTRI PENGOLAHAN,NANNY'S PAVILLON,"MALL KELAPA GADING 3 LT 2/RW. 18, KELAPA GADING TIMUR, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-45853977
DKI JAKARTA,INDUSTRI PENGOLAHAN,NEW INDAH,"TAMAN HARAPAN INDAH GT 3 NO 1, JELAMBAR BARU, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT 11460",021-5684365
DKI JAKARTA,INDUSTRI PENGOLAHAN,"NP FOOD INDONESIA, PT","JL PULO BUARAN 4 BPSP BLOK H NO 4 , JATINEGARA, KEC. CAKUNG, KOTA JAKARTA TIMUR",021-4604251
DKI JAKARTA,INDUSTRI PENGOLAHAN,"NUSANTARA ALAM BAHARI, PT","BLOK S NO 6, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"NUTRI SOLUTION INDONESIA, PT","KOMP RUKO GRIYA INTI SENTOSA BLOK L 1 NO 7 RT. 10/RW. 020, SUNTER AGUNG, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA 14350",021-27376239
DKI JAKARTA,INDUSTRI PENGOLAHAN,"NUTRICIA, PT","JL RAYA BOGOR KM 26,6 RT. 01/RW. 04, PEKAYON, KEC. PASAR REBO, KOTA JAKARTA TIMUR 13710",021-29553456
DKI JAKARTA,INDUSTRI PENGOLAHAN,"OCEAN MITRAMAS, PT","SUWIRYO NO 1, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT 10350",
DKI JAKARTA,INDUSTRI PENGOLAHAN,OTAK-OTAK <ABDUL TATAH>,"JL ULUJAMI RAYA RT. 01/RW. 04, ULUJAMI, KEC. PESANGGRAHAN, KOTA JAKARTA SELATAN 12250",0895345901752
DKI JAKARTA,INDUSTRI PENGOLAHAN,OTW MARTABAK,"JL KELAPA KOPYOR RAYA BA NO 1 RT. 01/RW. 09, KELAPA GADING TIMUR, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-4531245
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PALKO SARI EKA, PT","JL DAAN MOGOT KM 17 RT. 03/RW. 03, KALIDERES, KEC. KALI DERES, KOTA JAKARTA BARAT 11840",021-6190711; 021-6198429
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PANCA NABATI PRAKARSA, PT","JL RAWA SUMUR TIMUR BLOK AA 7-8, JATINEGARA, KEC. CAKUNG, KOTA JAKARTA TIMUR 13930",021-4609101; 021-4609101
DKI JAKARTA,INDUSTRI PENGOLAHAN,PAN-YA BAKERY,"JL ASIA AFRIKA, SENAYAN CITY, LT LOWER GROUND, GELORA, KEC. TANAH ABANG, KOTA JAKARTA PUSAT 10270",021-25554132
DKI JAKARTA,INDUSTRI PENGOLAHAN,PAPAYA FRESH GALLERY,"JL MELAWAI RAYA NO 28 RT. 07/RW. 02, MELAWAI, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12160",021-72793777; 021-72793883
DKI JAKARTA,INDUSTRI PENGOLAHAN,PASTEL MA'CIK,"JL BOULEVARD RAYA BLOK CN 3 NO 16 RT. 07/RW. 12, KELAPA GADING TIMUR, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",021-45876872
DKI JAKARTA,INDUSTRI PENGOLAHAN,PEMOTONGAN AYAM <DEWARSO>,"PULO GEBANG PERMAI RT. 13/RW. 04, PULO GEBANG, KEC. CAKUNG, KOTA JAKARTA TIMUR 13950",
DKI JAKARTA,INDUSTRI PENGOLAHAN,PEMOTONGAN AYAM <HARTONO>,"JL KOMODOR HALIM PK RT. 107/RW. 01, KEBON PALA, KEC. MAKASAR, KOTA JAKARTA TIMUR 13650",081285255530
DKI JAKARTA,INDUSTRI PENGOLAHAN,PEMOTONGAN AYAM <KOMARUDDIN>,"JL RAWA KEPITING, JATINEGARA, KEC. CAKUNG, KOTA JAKARTA TIMUR 13930",
DKI JAKARTA,INDUSTRI PENGOLAHAN,PEMOTONGAN AYAM <SUPAJI>,"JL MASJID MUYASRAIN RT. 01/RW. 01, CIPULIR, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12230",
DKI JAKARTA,INDUSTRI PENGOLAHAN,PEMPEK <CIK INTAN>,"JL TMII PINTU 2 RT. 08/RW. 04, LUBANG BUAYA, KEC. CIPAYUNG, KOTA JAKARTA TIMUR 13810",081381567611
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PEMUKA SAKTI MANIS INDAH, PT","JL TANAH ABANG III NO 14 RT. 01/RW. 03, PETOJO SELATAN, KEC. GAMBIR, KOTA JAKARTA PUSAT 10160",021-3853625; 021-3853628
DKI JAKARTA,INDUSTRI PENGOLAHAN,PENGGILINGAN BUMBU <FAJAR>,"JL H TONG JUM RT. 03/RW. 07, KAMPUNG TENGAH, KEC. KRAMAT JATI, KOTA JAKARTA TIMUR 13540",
DKI JAKARTA,INDUSTRI PENGOLAHAN,PENGGILINGAN BUMBU <NADIN>,"JL H TONG JUM RT. 03/RW. 07, KAMPUNG TENGAH, KEC. KRAMAT JATI, KOTA JAKARTA TIMUR 13540",
DKI JAKARTA,INDUSTRI PENGOLAHAN,PENGGILINGAN BUMBU <PURWANTO>,"JL H TONG JUM RT. 03/RW. 07, KAMPUNG TENGAH, KEC. KRAMAT JATI, KOTA JAKARTA TIMUR 13540",
DKI JAKARTA,INDUSTRI PENGOLAHAN,PENGOLAHAN KERANG <H AMBO>,"GG SANE RT. 09/RW. 04, KAMAL MUARA, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14470",
DKI JAKARTA,INDUSTRI PENGOLAHAN,PENGOLAHAN SARANG WALET <SALMI>,"JL PLUIT KARANG ASRI BLOK IX SELATAN NO 22 RT. 05/RW. 13, PLUIT, KEC. PENJARINGAN, KOTA JAKARTA UTARA",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PERAMBANAN KENCANA, PT","JL KAJI NO 22B RT. 08/RW. 07, PETOJO UTARA, KEC. GAMBIR, KOTA JAKARTA PUSAT 10130",021-6332727; 021-6310760
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PERMATA MARFINDO, PT","JL MUARA BARU UJUNG BLOK D/4 RT. 20/RW. 17, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-6683357; 021-66678174
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PRAKARSA TANI SEJATI, PT","JL PEMBANGUNAN 1 NO 3 RT. 03/RW. 01, PETOJO UTARA, KEC. GAMBIR, KOTA JAKARTA PUSAT 10130",021-6333803; 021-6333802
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PRAKSINDO ALMIRA, PT <HENDRY>","JL RAYA DAAN MOGOT KM 11 NO 3 RT. 08/RW. 06, KEDAUNG KALI ANGKE, KEC. CENGKARENG, KOTA JAKARTA BARAT 11710",021-6191289; 021-6191940
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PRIMA PANGAN MADANI, PT","JL PERDATAM BARAT RAYA RT. 01/RW. 05, PENGADEGAN, KEC. PANCORAN, KOTA JAKARTA SELATAN 12770",021-7492131; 021-7492131
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PULAU SAMBU, PT","JL RAWA BEBEK NO 26 RT. 03/RW. 10, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-6603926; 021-6690412
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PUNCAK GUNUNG MAS, PT","JL RAYA PONCOL NO 88 RT. 12/RW. 09, CIRACAS, KEC. CIRACAS, KOTA JAKARTA TIMUR 13740",021-8710445; 021-8711286
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PURATOS, PT","GROGOL PERMAI BLOK F NO 7-8 RT. 01/RW. 08, JELAMBAR, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT 11460",021-5678113; 021-5668495
DKI JAKARTA,INDUSTRI PENGOLAHAN,"PUTRA NAGA JAYA, UD","JL PREPEDAN RAYA RT. 02/RW. 13, TEGAL ALUR, KEC. KALI DERES, KOTA JAKARTA BARAT 11820",089636347576
DKI JAKARTA,INDUSTRI PENGOLAHAN,"RADIANCE, PT","JL MENGENG RAYA NO 39 RT. 04/RW. 11, TEGAL ALUR, KEC. KALI DERES, KOTA JAKARTA BARAT 11820",021-5550963
DKI JAKARTA,INDUSTRI PENGOLAHAN,"RED RIBBON INDONESIA, PT","JL MUARA BARU UJUNG BLOK NO 5, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-66695638; 021-66695634
DKI JAKARTA,INDUSTRI PENGOLAHAN,RICA RICO <JHON YEN>,"JL PENERANGAN NO 1EE RT. 01/RW. 02, WIJAYA KESUMA, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT 11460",021-56969208
DKI JAKARTA,INDUSTRI PENGOLAHAN,RICHIE BAKERY,"JL KRUPUK RT. 01/RW. 03, SETU, KEC. CIPAYUNG, KOTA JAKARTA TIMUR 13880",087886849781
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <ACE>,"JL JATI 9 NO 6 RT. 09/RW. 091, SUNGAI BAMBU, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA 14330",085693815874
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <AMIR>,"JL SAABA TERUSAN RT. 01/RW. 03, MERUYA SELATAN, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11650",021-58904835
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <ARDIAN>,"JL ULUJAMI RAYA GG GURU SALIHIN RT. 11/RW. 05, ULUJAMI, KEC. PESANGGRAHAN, KOTA JAKARTA SELATAN 12250",085201404911
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <AYEN>,"JL I NO 56, PEJAGALAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA",021-6613725
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <IMAM WAHYUDI>,"JL SAMPURNA 4 RT. 02/RW. 02, KAMPUNG TENGAH, KEC. KRAMAT JATI, KOTA JAKARTA TIMUR",08161974730
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <OVI>,"JL BEKASI RAYA KM 23 RT. 12/RW. 04, CAKUNG BARAT, KEC. CAKUNG, KOTA JAKARTA TIMUR 13910",
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <PANDI>,"JL FAMILY RT. 07/RW. 01, KEMBANGAN SELATAN, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11610",
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <RENDRA>,"JL HALIM PERDANA KUSUMA RT. 08/RW. 08, KEBON PALA, KEC. MAKASAR, KOTA JAKARTA TIMUR 13650",
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <RISKY>,"JL GEMPOL RT. 12/RW. 02, BAMBU APUS, KEC. CIPAYUNG, KOTA JAKARTA TIMUR 13890",
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <ROJALI>,"JL MENTENG ATAS SELATAN 3 RT. 14/RW. 06, MENTENG ATAS, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12960",082123453111
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <RUDY>,"JL BARU RT. 11/RW. 09, TEGAL ALUR, KEC. KALI DERES, KOTA JAKARTA BARAT 11820",081806977567
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <SAFARI>,"JL LEBAK PARA RT. 08/RW. 02, CIJANTUNG, KEC. PASAR REBO, KOTA JAKARTA TIMUR 13770",08221234006
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <SELVIA>,"JL BENTENGAN TIMUR RT. 03/RW. 06, SUNTER JAYA, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA 14350",
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI <WAWAN>,"JL SATRIA I RT. 09/RW. 02, UJUNG MENTENG, KEC. CAKUNG, KOTA JAKARTA TIMUR 13960",
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI DAN KUE MARQIES,"JL PAHLAWAN REVOLUSI NO 8B - C RT. 05/RW. 12, PONDOK BAMBU, KEC. DUREN SAWIT, KOTA JAKARTA TIMUR 13430",021-86616300
DKI JAKARTA,INDUSTRI PENGOLAHAN,"ROTI GLORIA, CV","GG BANTEN RT. 10/RW. 05, BALI MESTER, KEC. JATINEGARA, KOTA JAKARTA TIMUR 13310",021-8197406
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI HARVEST,"JL CILANDAK KKO RT. 06/RW. 05, RAGUNAN, KEC. PASAR MINGGU, KOTA JAKARTA SELATAN 12550",021-7892269
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI KAMOJANG <AGUS>,"JL AKON TB SIMATUPANG RT. 06/RW. 05, SUSUKAN, KEC. CIRACAS, KOTA JAKARTA TIMUR 13750",08129259858
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI LAUW,"JL RAYA BEKASI KM 18 RT. 06/RW. 02, PULO GADUNG, KEC. PULO GADUNG, KOTA JAKARTA TIMUR 13260",081388498857
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI MARISKA,"JL PADEMANGAN 1 GG 21 NO 35 B RT. 14/RW. 03, PADEMANGAN TIMUR, KEC. PADEMANGAN, KOTA JAKARTA UTARA 14410",0811822469
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI MAROSARI <IWAN>,"JL JAMBU NO 17 RT. 1001/RW. 107, CIJANTUNG, KEC. PASAR REBO, KOTA JAKARTA TIMUR 13770",081807700704
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI SUISSE,"JL HAYAM WURUK RT. 03/RW. 09, MAPHAR, KEC. TAMAN SARI, KOTA JAKARTA BARAT 11160",
DKI JAKARTA,INDUSTRI PENGOLAHAN,ROTI UNION,"JL CASABLANCA RAYA RT. 17/RW. 05, MENTENG DALAM, KEC. TEBET, KOTA JAKARTA SELATAN 12870",085717262780
DKI JAKARTA,INDUSTRI PENGOLAHAN,"RUANGAN PENDINGIN INDONESIA, PT","JL TUNA 2 NO 1 MUARA BARU UJUNG, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"S & D FOOD INDONESIA, PT","JL RAYA CILINCING NO 29 RT. 01/RW. 05, CILINCING, KEC. CILINCING, KOTA JAKARTA UTARA 14120",021-4403559
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SAFARI MAJU PERKASA, PT","JL PENEGAK I RT. 1/RW. 1, PAL MERIEM, KEC. MATRAMAN, KOTA JAKARTA TIMUR 13140",021-8581634
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SALIM IVOMAS PRATAMA, PT","JL INDUSTRI , TANJUNG PRIUK, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SANGRA RATU SEMESTA, PT","JL HAYAM WURUK NO 64-65 RT. 09/RW. 04, MAPHAR, KEC. TAMAN SARI, KOTA JAKARTA BARAT 11160",021-6597077
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SARI AYU CIPTA SAMUDRA, PT","JL DERMAGA MUARA ANGKE 12, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SARI RASA, PT","JL TANAH PASIR GEDONG PANJANG NO 35, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-6912435
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SATHYAJEET SUKSES, PT/ CAKELAB","JL TEBET BARAT DALAM RAYA NO 122 RT. 03/RW. 06, TEBET BARAT, KEC. TEBET, KOTA JAKARTA SELATAN 12810",021-83794132
DKI JAKARTA,INDUSTRI PENGOLAHAN,SAUS CAP IBU JARI <DWI WATI>,"JL GG 7A NO 1 RT. 11/RW. 02, KARANG ANYAR, KEC. SAWAH BESAR, KOTA JAKARTA PUSAT 10740",021-6391303
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SERPARK INTI, PT","JL PURI KENCANA BLOK K6 RT. 10/RW. 07, KEMBANGAN SELATAN, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11610",021-58304541
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SETIANDA DUTA MAKMUR, PT","JL PEMBANGUNAN NO 55 RT. 02/RW. 02, CIPEDAK, KEC. JAGAKARSA, KOTA JAKARTA SELATAN 12630",081369164117
DKI JAKARTA,INDUSTRI PENGOLAHAN,SIE SIN,"JL BANDENGAN UTARA NO 85A/114, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-6690987
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SIGNA HUSADA, PT","JL DAAN MOGOT RT. 02/RW. 04, KALIDERES, KEC. KALI DERES, KOTA JAKARTA BARAT 11840",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SINAR MEADOW INTERNATIONAL, PT","JL PULO ANYANG I NO 6 KIP, JATINEGARA, KEC. CAKUNG, KOTA JAKARTA TIMUR 13260",021-4602981; 021-4610223
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SINAR PESONA LAUT, PT","JL PAKIN 1 MITRA BAHARI 2 RT. 12/RW. 04, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-6620851; 021-6620855
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SINAR SAMUDRA MAKMUR, PT","JL MUARA BARU RAYA NO 4A RT. 20/RW. 17, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-66600040
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SINAR SEJAHTERA SENTOSA, PT","JL MUARA BARU UJUNG BLOK E NO 2, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA",021-6631091
DKI JAKARTA,INDUSTRI PENGOLAHAN,SINAR TANJUNG RUH,"JL SUNTER TELAGA MURNI RAYA NO 41 RT. 02/RW. 02, SUNTER JAYA, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA 14350",021-6509733
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SONO KEMBANG HARUM JAYA, CV","JL RAWA BAMBAON NO 2 RT. 07/RW. 04, KELAPA DUA WETAN, KEC. CIRACAS, KOTA JAKARTA TIMUR 13730",021-29374896; 021-29374896
DKI JAKARTA,INDUSTRI PENGOLAHAN,"STAR MARINDO, PT","KOMP PELABUHAN PERIKANAN MUARA BARU, JL TUNA I BLOK, PLUIT, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SUGAR LABINTA, PT","JL SUKARELA NO 2 RT. 01/RW. 10, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",021-617408; 021-6693827
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SUMBER HASLINDO, PT","JL MUARA BARU UJUNG BLOK G NO 3, PENJARINGAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14440",
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SUNFRESH, PT","JL PENGANTIN ALI NO 40 RT. 06/RW. 06, CIRACAS, KEC. CIRACAS, KOTA JAKARTA TIMUR 13740",021-87712335; 021-8712203
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SUNGAI BUDI, PT","WISMA BUDI, JL HR RASUNA SAID KAV C NO 6 KUNINGAN, KARET, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12940",021-5213383; 021-5213282
DKI JAKARTA,INDUSTRI PENGOLAHAN,"SURYA MAS FOOD INDUSTRIES, PT","JL PREPEDAN NO 8 RT. 06/RW. 07, KAMAL, KEC. KALI DERES, KOTA JAKARTA BARAT 11810",021-5554003
